sentiment_analysis,release_date
0.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
1.0,2011-05-16
0.0,2011-05-16
1.0,2011-05-16
2.0,2011-05-16
1.0,2011-05-16
2.0,2011-05-16
0.0,2011-05-16
0.0,2011-05-16
1.0,2011-05-16
1.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
0.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
0.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
0.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
1.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
0.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
1.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-05-16
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
0.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
0.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
1.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
2.0,2011-04-18
0.0,2011-04-18
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
0.0,
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
0.0,
0.0,
2.0,
0.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
0.0,
2.0,
1.0,
2.0,
0.0,
2.0,
0.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
1.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
1.0,2015-04-30
1.0,2015-04-30
0.0,2015-04-30
1.0,2015-04-30
1.0,2015-04-30
1.0,2015-04-30
2.0,2015-04-30
1.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
0.0,2015-04-30
0.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
1.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
0.0,2015-04-30
1.0,2015-04-30
2.0,2015-04-30
1.0,2015-04-30
1.0,2015-04-30
0.0,2015-04-30
2.0,2015-04-30
0.0,2015-04-30
1.0,2015-04-30
2.0,2015-04-30
1.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
2.0,2015-04-30
2.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
0.0,2016-04-21
0.0,2016-04-21
2.0,2016-04-21
0.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
2.0,2016-04-21
1.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
0.0,2014-10-23
0.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
1.0,2014-10-23
0.0,2014-10-23
0.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
0.0,2014-10-23
1.0,2014-10-23
0.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
0.0,2014-10-23
0.0,2014-10-23
1.0,2014-10-23
0.0,2014-10-23
1.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
0.0,2014-10-23
2.0,2014-10-23
2.0,2014-10-23
0.0,2014-10-23
2.0,2014-10-23
1.0,2014-10-23
1.0,2014-10-23
2.0,2014-10-23
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
0.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
2.0,2012-09-26
1.0,2012-09-26
2.0,2012-09-26
1.0,2002-05-21
2.0,2002-05-21
2.0,2002-05-21
2.0,2002-05-21
2.0,2002-05-21
2.0,2002-05-21
0.0,2002-05-21
2.0,2002-05-21
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
2.0,2013-04-25
1.0,2013-04-25
1.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
0.0,2013-04-25
2.0,2013-04-25
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
2.0,2012-07-10
1.0,2012-07-10
2.0,2012-07-10
0.0,2012-07-10
1.0,
1.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
0.0,
1.0,
2.0,
0.0,
1.0,
0.0,
0.0,
0.0,
2.0,
0.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
1.0,
0.0,
2.0,
1.0,
0.0,
0.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
0.0,
2.0,
0.0,
2.0,
0.0,
1.0,
0.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
1.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
2.0,2006-03-01
1.0,2006-03-01
0.0,2006-03-01
1.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
2.0,2006-03-01
0.0,2006-03-01
0.0,2006-03-01
2.0,2006-03-01
1.0,2015-07-17
0.0,2015-07-17
2.0,2015-07-17
2.0,2015-07-17
1.0,2016-05-06
2.0,2016-05-06
2.0,2016-05-06
2.0,2016-05-06
2.0,2016-05-06
2.0,2017-04-19
2.0,2017-04-19
0.0,2017-04-19
2.0,2017-04-19
2.0,2017-04-19
0.0,2017-04-19
1.0,2017-04-19
1.0,2017-04-19
1.0,2017-04-19
1.0,2017-04-19
2.0,2017-04-19
1.0,2016-03-25
0.0,2016-03-25
0.0,2016-03-25
1.0,2016-03-25
2.0,2016-03-25
1.0,
1.0,
2.0,
0.0,
0.0,
0.0,
2.0,
0.0,
1.0,
1.0,
2.0,
0.0,
0.0,
2.0,
1.0,
1.0,
1.0,2015-02-13
