genres,release_date,discount_price,price,item_id,developer
['Simulation'],1992-01-01,0.0,6.99,329680,"MicroProse Software, Inc"
"['Indie', 'RPG', 'Strategy']",2014-11-04,0.0,3.99,332000,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2014-11-04,0.0,3.99,332001,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2014-11-04,0.0,3.99,332010,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2014-11-04,0.0,3.99,332011,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2014-11-04,0.0,3.99,332020,"SmiteWorks USA, LLC"
['Simulation'],2009-10-29,0.0,9.99,306370,TML-Studios
['Simulation'],2014-11-05,0.0,14.99,328310,Crenetic GmbH Studios
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2014-11-05,0.0,1.99,272080,Cherry Pop Games
"['Indie', 'Strategy']",2014-10-30,0.0,,329500,Flow Combine
"['Simulation', 'Strategy']",2014-10-30,0.0,2.49,327830,Paradox Development Studio
"['Adventure', 'RPG', 'Strategy']",2014-10-30,0.0,19.99,321800,Beamdog
"['Simulation', 'Strategy']",2014-10-30,0.0,1.99,310033,Paradox Development Studio
"['Simulation', 'Strategy']",2014-10-30,0.0,1.99,310034,Paradox Development Studio
"['Simulation', 'Strategy']",2014-10-30,0.0,19.99,310031,Paradox Development Studio
"['Simulation', 'Strategy']",2014-10-30,0.0,1.99,310032,Paradox Development Studio
"['Indie', 'RPG', 'Strategy']",2014-10-30,0.0,4.99,331000,"SmiteWorks USA, LLC"
"['Adventure', 'Casual']",2010-12-23,0.0,4.99,320670,URSE Games
['Indie'],2011-05-05,0.0,2.99,328990,Zach Kehs (SunnyKatt)
['Indie'],2014-10-28,0.0,,268710,Condition One
"['Action', 'Adventure']",2014-10-28,0.0,1.99,318710,"CyberConnect2 Co., Ltd."
['Action'],2014-10-28,0.0,7.99,282512,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'RPG']",2014-10-28,0.0,29.99,327270,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,29.99,328820,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,,328821,"CI Games,Deck 13"
"['Action', 'Indie']",2014-10-28,0.0,5.99,326990,Ultravision Interactive
"['Indie', 'RPG']",2013-11-18,0.0,9.99,264690,Dumb and Fat Games
"['Adventure', 'Indie']",2014-10-28,0.0,3.99,319970,Rival Games Ltd
"['Action', 'RPG']",2014-10-28,0.0,1.99,317201,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,1.99,317208,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,1.99,317200,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,1.99,317202,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,1.99,317203,"CI Games,Deck 13"
"['Action', 'RPG']",2014-10-28,0.0,29.99,265300,"CI Games,Deck 13"
"['Casual', 'Simulation']",2014-10-28,0.0,2.99,295035,Ubisoft - San Francisco
['Simulation'],2000-12-13,0.0,6.99,328900,Wayward Design
['Simulation'],1991-01-02,0.0,6.99,328920,"MicroProse Software, Inc."
"['Adventure', 'Indie', 'RPG']",2014-10-30,0.0,4.99,270490,Tin Man Games
"['Action', 'Adventure', 'Indie', 'RPG']",2014-10-30,0.0,4.99,284140,Epiphany Games
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014-10-30,0.0,5.99,327440,Subscience Studios
"['Simulation', 'Strategy']",2014-10-31,0.0,29.99,308270,Polar Motion
"['Design &amp; Illustration', 'Web Publishing']",2014-10-31,0.0,9.99,330631,Degica
"['Design &amp; Illustration', 'Web Publishing']",2014-10-31,0.0,9.99,329822,Darkraven
"['Action', 'Indie', 'RPG']",2014-10-31,0.0,5.99,310110,Faultline Games
"['Design &amp; Illustration', 'Web Publishing']",2014-10-31,0.0,9.99,330630,Darkraven
['Simulation'],1994-04-18,0.0,6.99,328930,"MicroProse Software, Inc."
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2014-10-31,0.0,,331270,Forever Entertainment S. A.
"['Action', 'Indie', 'Strategy']",2014-10-31,0.0,4.99,310100,Unknown Worlds Entertainment
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2014-10-31,0.0,7.99,318100,Axyos Games
['Action'],2014-11-03,0.0,59.99,209650,"Sledgehammer Games,Raven Software"
['Action'],,0.0,49.99,317660,"Sledgehammer Games,Raven Software"
['Action'],2014-10-31,0.0,,328530,Sascha Hartleb
"['Action', 'Indie']",2014-11-03,0.0,19.99,274940,Digital Confectioners
"['Adventure', 'Casual']",2012-10-08,0.0,9.99,284730,Artifex Mundi
"['Casual', 'Simulation']",2014-10-28,0.0,2.99,295036,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-28,0.0,2.99,295038,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-28,0.0,2.99,295037,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-28,0.0,2.99,295039,Ubisoft - San Francisco
"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",2014-10-24,0.0,14.99,304000,"Expansive Worlds,Avalanche Studios"
['Casual'],2014-06-12,0.0,4.99,326130,Little World Studio
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014-10-27,0.0,9.99,328080,Raymond Doerr
"['Indie', 'Simulation', 'Strategy']",2014-10-27,0.0,4.99,322000,Positech Games
"['Action', 'Free to Play', 'Indie', 'RPG', 'Early Access']",2017-02-03,0.0,0.0,274620,8-Bit Studio
"['Indie', 'Simulation', 'Strategy']",2014-10-27,0.0,2.99,328210,Bibiki
"['Adventure', 'RPG']",2014-10-24,0.0,5.99,325320,Dark Gaia Studios
"['Adventure', 'Indie', 'RPG']",2014-10-27,0.0,3.99,316910,Netcore Games
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014-10-27,0.0,11.99,249050,AMPLITUDE Studios
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014-10-27,0.0,7.99,268080,AMPLITUDE Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2014-10-23,0.0,14.99,321980,Mountain Sheep
"['Adventure', 'Indie']",2014-10-23,0.0,2.99,324610,Tom De Roeck
"['Action', 'Indie']",2014-10-27,0.0,7.99,320790,Deadghost Interactive
"['Action', 'Free to Play', 'Indie']",2014-10-23,0.0,0.0,317360,Double Action Factory
"['Action', 'Indie']",2014-10-23,0.0,19.99,285980,Kraken Empire
"['Action', 'Indie', 'Strategy']",2014-10-23,0.0,3.99,328790,The Secret Pie
['Strategy'],2014-10-23,0.0,39.99,65980,"Firaxis Games,Aspyr (Mac, Linux)"
"['Indie', 'Strategy']",2014-10-23,0.0,6.99,328850,The Men Who Wear Many Hats
"['Adventure', 'Indie']",2014-10-23,0.0,1.99,318430,"Tomi Maarela,Elias Viglione"
['Casual'],2001-01-01,0.0,4.99,317020,Humongous Entertainment
"['Adventure', 'Casual']",1993-03-26,0.0,6.99,317030,Humongous Entertainment
['Strategy'],1996-01-01,0.0,6.99,328440,"Accolade, Inc."
['Strategy'],1998-01-01,0.0,6.99,328450,"Cyberlore Studios, Inc.,Accolade"
"['Action', 'Racing']",1999-01-01,0.0,6.99,328460,"Accolade, Inc."
['Action'],1999-01-01,0.0,6.99,328470,"Accolade, Inc."
"['Action', 'Adventure', 'Strategy']",1997-01-01,0.0,6.99,327910,"Epic MegaGames,Vision Software"
['Indie'],2014-10-23,0.0,,329350,Propelled Bird Software
['Strategy'],2014-10-23,0.0,14.99,326391,Graviteam
"['Action', 'Indie', 'RPG']",2014-10-23,0.0,14.99,308420,Milkstone Studios
['Indie'],2014-10-23,0.0,3.99,329360,Propelled Bird Software
"['Action', 'Casual']",2014-10-23,0.0,14.99,322040,Fugazo
"['Action', 'Adventure', 'Indie']",2014-08-15,0.0,9.99,329480,West Dragon Productions DR
"['Animation &amp; Modeling', 'Video Production']",2014-10-24,0.0,4.99,326810,Holotech Studios
"['Action', 'Adventure', 'Indie', 'Early Access']",2014-10-24,0.0,,329310,"nalothchris,rpmadden01"
"['Action', 'Casual', 'Indie']",2014-10-19,0.0,2.99,329150,Tomoaki Sugeno
"['Simulation', 'Flight', 'World War II', 'Historical', 'Realistic', 'Multiplayer', 'Action', 'Atmospheric', 'War', 'TrackIR', 'Singleplayer', 'VR', 'Tanks', 'First-Person', 'FPS']",,0.0,49.99,307960,
"['Free to Play', 'Indie', 'RPG']",2014-10-22,0.0,,329020,Essence Ltd.
"['Action', 'Indie', 'Strategy']",2014-10-22,0.0,9.99,317610,The Secret Pie
"['Adventure', 'Indie', 'RPG', 'Simulation']",2014-01-01,0.0,2.99,329000,New Reality Games
"['Casual', 'Indie']",2014-10-22,0.0,0.99,311170,Shorebound Studios
"['Indie', 'Simulation']",2014-10-22,0.0,3.99,320120,Mårten Jonsson
['Adventure'],2014-10-23,0.0,7.99,314540,"Mobot Studios, Inc"
"['Indie', 'RPG', 'Strategy']",2014-10-23,0.0,6.99,267775,Nomad Games
['Adventure'],1994-01-01,0.0,6.99,327940,MPS Labs
"['Adventure', 'RPG']",1992-01-01,0.0,6.99,327930,MPS Labs
['Adventure'],1993-01-01,0.0,6.99,327920,"MicroProse Software, Inc"
['Simulation'],2014-10-20,0.0,19.99,258656,Dovetail Games
['Strategy'],2014-10-20,0.0,4.99,326250,"Mighty Rabbit Studios,Relevant Games"
"['Action', 'Indie', 'RPG']",2013-02-14,0.0,9.99,250580,Digerati Distribution
['Action'],2014-10-20,0.0,0.99,289733,Eko Software
['Action'],2014-10-20,0.0,1.99,289734,Eko Software
"['Adventure', 'Casual', 'Indie']",2014-10-18,0.0,0.99,326180,Jetdogs Studios
"['Audio Production', 'Utilities']",2014-10-20,0.0,9.99,281102,Screaming Bee
"['Action', 'Indie', 'Simulation', 'Strategy']",2014-10-20,0.0,19.99,248610,KillHouse Games
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",2014-10-20,0.0,2.99,317490,DoubleDutch Games
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",2014-10-20,0.0,2.99,317480,DoubleDutch Games
['Adventure'],2014-10-20,0.0,,318170,"Phoenix Online Studios,Pinkerton Road Studio"
['Utilities'],2014-01-01,0.0,69.99,314730,"Johannes Rosenberg,Stefan Kraus,Timo Armbruster"
"['Casual', 'Indie']",2014-10-20,0.0,7.99,323700,Glitchy Pixel
['Strategy'],2014-10-21,0.0,14.99,306150,Ino-Co Plus
"['Indie', 'RPG', 'Strategy']",2014-10-21,0.0,19.99,256010,Full Control
"['Action', 'Adventure']",2014-10-21,0.0,1.99,316060,"CyberConnect2 Co., Ltd."
['Strategy'],2014-10-21,0.0,4.99,320721,Ino-Co Plus
['Strategy'],2014-10-21,0.0,4.99,320750,Ino-Co Plus
"['Action', 'Adventure']",2014-10-21,0.0,,322060,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure']",2014-10-17,0.0,1.99,326430,Rebellion
['Strategy'],2014-10-21,0.0,4.99,320730,Ino-Co Plus
"['Action', 'Simulation']",2014-10-17,0.0,14.99,320840,Cinemaware
"['Indie', 'RPG']",2014-10-17,0.0,2.99,328550,Choice of Games
['RPG'],2011-09-01,0.0,9.99,328200,WaterMelon
"['Indie', 'RPG']",2014-10-17,0.0,,328560,Choice of Games
"['Indie', 'RPG']",2014-10-17,0.0,7.99,292370,Kodots Games
"['Action', 'Indie']",2014-10-17,0.0,9.99,284460,5 Bits Games
"['Indie', 'Simulation', 'Strategy']",2014-10-17,0.0,19.99,314980,BattleGoat Studios
"['Indie', 'Massively Multiplayer', 'RPG']",2014-10-17,0.0,9.99,223410,Avatar Creations
"['Casual', 'Indie']",2014-10-17,0.0,2.99,321421,Artery Games
['Adventure'],1992-11-01,0.0,6.99,328430,"MicroProse Software, Inc."
"['Casual', 'Simulation']",2014-10-14,0.0,2.99,295025,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-14,0.0,2.99,295028,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-14,0.0,2.99,295024,Ubisoft - San Francisco
,2014-10-14,0.0,4.99,289025,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Casual', 'Simulation']",2014-10-14,0.0,2.99,295027,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-14,0.0,2.99,295026,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-14,0.0,11.99,295029,Ubisoft - San Francisco
"['Indie', 'Strategy']",2014-10-14,0.0,7.99,327040,Milieu
"['Indie', 'Strategy']",2014-10-14,0.0,14.99,221180,"Rudolf Kremers &amp; Alex May,Tuna"
['Simulation'],2014-10-14,0.0,17.99,311910,Cape Copenhagen
['Simulation'],2014-10-15,0.0,19.99,313420,ViewApp
['Simulation'],2014-10-15,0.0,24.99,325142,Carenado
['Adventure'],2014-10-15,0.0,19.99,262000,"Phoenix Online Studios,Pinkerton Road Studio"
"['Casual', 'Indie', 'Early Access']",2014-10-15,0.0,5.99,315070,JosPlays
"['Adventure', 'Indie', 'RPG']",2014-10-15,0.0,23.99,251730,Almost Human Games
"['Casual', 'Indie']",2012-06-13,0.0,9.99,327650,V5 Play
"['Action', 'Adventure', 'Indie']",2014-10-08,0.0,4.99,324720,Blue Isle Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2014-08-22,0.0,14.99,327860,Lavaboots Studios
"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",2014-08-22,0.0,,327870,Lavaboots Studios
"['Free to Play', 'RPG', 'Strategy']",2014-10-15,0.0,0.0,201210,Desert Owl Games LLC
"['Indie', 'Strategy']",2014-10-15,0.0,1.99,327340,Orange_Juice
"['Action', 'Adventure']",2014-10-14,0.0,1.99,301897,"CyberConnect2 Co., Ltd."
"['RPG', 'Simulation', 'Strategy']",2014-10-14,0.0,14.99,292982,Paradox Development Studio
"['RPG', 'Simulation', 'Strategy']",2014-10-14,0.0,1.99,292984,Paradox Development Studio
"['RPG', 'Simulation', 'Strategy']",2014-10-14,0.0,1.99,292983,Paradox Development Studio
"['Action', 'RPG']",2014-10-14,0.0,39.99,261640,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
"['RPG', 'Simulation', 'Strategy']",2014-10-14,0.0,1.99,326530,Paradox Development Studio
"['Adventure', 'Indie']",2014-10-14,0.0,4.99,325160,Zotnip
"['RPG', 'Simulation', 'Strategy']",2014-10-14,0.0,1.99,292985,Paradox Development Studio
"['Adventure', 'Indie']",2014-10-14,0.0,2.99,326290,Zotnip
"['Action', 'Adventure', 'Indie']",2014-10-07,0.0,,300650,Blackpowder Games
"['Action', 'Adventure']",2014-10-07,0.0,1.99,301896,"CyberConnect2 Co., Ltd."
"['Casual', 'Simulation']",2014-10-07,0.0,2.99,295018,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-07,0.0,2.99,295021,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-07,0.0,2.99,295019,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-07,0.0,2.99,295020,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-07,0.0,11.99,295023,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-10-07,0.0,2.99,295022,Ubisoft - San Francisco
"['Action', 'Adventure', 'Racing']",2014-10-08,0.0,29.99,307690,"United Front Games,Feral Interactive (Mac)"
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-10-03,0.0,79.99,326691,"Gravvit Ltd,Forbes  Consult Ltd"
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-10-03,0.0,99.99,326690,"Gravvit Ltd,Forbes  Consult Ltd"
"['Indie', 'Strategy']",2006-09-25,0.0,,326800,Lonely Troops
"['Action', 'Indie']",2014-09-25,0.0,4.99,325570,Puppygames
"['Action', 'Adventure', 'Casual', 'Indie']",2014-10-03,0.0,7.99,262210,Toco Games
"['Design &amp; Illustration', 'Web Publishing']",2014-10-03,0.0,9.99,325500,Degica
"['Action', 'Indie']",2014-10-03,0.0,9.99,315340,Extend Studio
"['Design &amp; Illustration', 'Web Publishing']",2014-10-03,0.0,14.99,325501,"Degica,Thalzon"
"['Design &amp; Illustration', 'Web Publishing']",2014-10-03,0.0,24.99,325503,Degica
"['Indie', 'Strategy', 'Early Access']",2014-10-06,0.0,19.99,282680,polynation games ltd
"['Casual', 'Indie']",2014-10-03,0.0,,303710,NYP
['Adventure'],2014-10-06,0.0,9.99,251170,9heads Game Studios
"['Design &amp; Illustration', 'Web Publishing']",2014-10-03,0.0,19.99,325502,"Degica,Gyrowolf"
"['Design &amp; Illustration', 'Web Publishing']",2014-10-03,0.0,29.99,325504,"Archeia,Degica"
"['Action', 'Adventure']",2012-11-18,0.0,19.99,245300,Junction Point
"['Action', 'Adventure']",2013-08-06,0.0,19.99,286880,Behaviour Interactive
"['Action', 'Adventure', 'Racing']",2011-06-21,0.0,19.99,301760,Avalanche Software
['Action'],2014-10-06,0.0,39.99,214490,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure']",2012-06-19,0.0,19.99,301830,Behaviour Interactive Inc.
"['Action', 'Adventure']",2011-06-15,0.0,19.99,300820,Avalanche Software
['Action'],2014-10-06,0.0,3.99,282511,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
['Simulation'],2014-10-09,0.0,19.99,277741,Virtual Railroads
['Simulation'],2014-10-09,0.0,19.99,277745,Victory Works
"['Action', 'Adventure']",2007-05-22,0.0,19.99,301980,Eurocom Entertainment Software
"['Action', 'Indie']",2014-10-09,0.0,7.99,326370,Black Forest Games
['RPG'],2014-10-09,0.0,15.99,292120,Square Enix
"['Adventure', 'Indie']",2014-10-09,0.0,8.99,323730,Rat King Entertainment
"['Adventure', 'Indie']",2014-10-09,0.0,14.99,293660,Rat King Entertainment
"['Adventure', 'Indie']",2014-10-09,0.0,9.99,307570,Grundislav Games
"['Adventure', 'Simulation']",1990-01-01,0.0,6.99,327390,"MicroProse Software, Inc"
"['Adventure', 'Simulation']",1987-01-01,0.0,6.99,327380,"MicroProse Software, Inc"
"['Adventure', 'Simulation']",1994-01-01,0.0,6.99,327400,"MicroProse Software, Inc"
"['Casual', 'Strategy']",2014-10-09,0.0,2.99,323390,Fakt Software
"['Action', 'Adventure', 'Indie']",2014-10-09,0.0,,321930,Zeppelin Studio
"['Action', 'Adventure', 'Indie']",2014-10-09,0.0,8.99,321920,Zeppelin Studio
['Simulation'],2014-10-10,0.0,24.99,325143,Carenado
['Action'],2014-10-10,0.0,19.99,302510,Crytek
['Casual'],2012-05-15,0.0,6.99,325110,Smack Down Productions
"['Massively Multiplayer', 'RPG', 'Strategy']",2014-10-10,0.0,,298300,Funatics Software
"['Indie', 'Simulation']",2014-10-10,0.0,0.99,318510,SCS Software
"['Indie', 'RPG']",2014-10-10,0.0,8.99,313470,Experimental Gamer Studios
['Utilities'],2014-04-01,0.0,29.99,314720,"Stefan Kraus,Timo Armbruster"
"['Action', 'Racing']",2010-05-18,0.0,19.99,297860,Black Rock Studio
"['Action', 'Adventure']",2010-11-19,0.0,19.99,318950,Planet Moon Studios
"['Action', 'Adventure']",2010-12-07,0.0,19.99,315440,GameStar
"['Action', 'Adventure']",2010-03-02,0.0,19.99,316030,Etranges Libellules Studios
['Adventure'],2009-11-17,0.0,19.99,318740,Griptonite Games
"['Action', 'Adventure']",2011-05-24,0.0,19.99,311770,Traveller's Tales
"['Action', 'Adventure']",2011-10-25,0.0,19.99,316260,Eurocom
['Casual'],2010-09-13,0.0,2.99,318660,Coreplay
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",2014-09-30,0.0,99.99,325910,Allegorithmic
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",2014-09-30,0.0,49.99,326050,Allegorithmic
"['Action', 'RPG']",2014-09-30,22.66,,323500,OVERKILL - a Starbreeze Studio.
"['Action', 'Casual', 'Indie', 'Early Access']",2014-09-30,0.0,9.99,321830,Vine
"['Action', 'Adventure']",2014-09-30,0.0,14.99,293061,Ubisoft
"['Action', 'Indie']",2014-09-30,0.0,1.99,245176,Lab Zero Games
['Utilities'],2014-10-01,0.0,9.99,272300,Studio V5
['Simulation'],2014-10-01,0.0,24.99,325144,Carenado
"['Casual', 'Indie', 'Strategy']",2014-10-01,0.0,9.99,312720,BlueLine Games
"['Casual', 'Simulation']",2014-09-23,0.0,2.99,295006,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-23,0.0,2.99,295007,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-23,0.0,2.99,295010,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-23,0.0,11.99,295011,Ubisoft - San Francisco
"['Action', 'Adventure', 'RPG']",2014-09-23,0.0,19.99,258970,Arrowhead Game Studios
"['Action', 'Adventure']",2014-09-23,0.0,9.99,295490,Italic Pig
['Casual'],2014-09-23,0.0,6.99,299020,Icarus Games
"['Indie', 'RPG']",2014-09-23,0.0,7.99,325040,"SmiteWorks USA, LLC"
"['Indie', 'RPG']",2014-09-23,0.0,7.99,325041,"SmiteWorks USA, LLC"
"['Indie', 'RPG']",2014-09-23,0.0,7.99,325042,"SmiteWorks USA, LLC"
"['Indie', 'RPG']",2014-09-23,0.0,7.99,325043,"SmiteWorks USA, LLC"
"['Indie', 'RPG']",2014-09-23,0.0,4.99,325044,"SmiteWorks USA, LLC"
"['Casual', 'Simulation', 'Strategy']",2014-09-23,0.0,19.99,289930,Deck13 Hamburg
['Action'],2014-09-23,0.0,0.0,324850,"RO2/RS Community,Tripwire Interactive"
['Action'],2014-09-23,0.0,0.0,324830,"RO2/RS Community,Tripwire Interactive"
"['Action', 'Adventure']",2014-09-23,0.0,1.99,301892,"CyberConnect2 Co., Ltd."
['Action'],2014-09-25,0.0,9.99,315670,"Moss Co., Ltd."
"['Indie', 'RPG', 'Strategy']",2013-09-04,0.0,19.99,253630,Worthless Bums
['Simulation'],2014-09-24,0.0,29.99,316290,"German Airports Team,Aerosoft GmbH"
"['Action', 'Indie', 'RPG']",2016-11-29,0.0,4.99,321940,Deck 13
"['Action', 'Casual']",2014-09-23,0.0,1.99,317510,Qwiboo Ltd
"['Adventure', 'Indie']",2014-09-24,0.0,,324490,Incandescent Imaging
"['Action', 'Adventure', 'Indie']",2014-09-24,0.0,14.99,294460,Green Lava Studios
"['Casual', 'Indie', 'RPG', 'Strategy']",2014-09-24,0.0,1.99,323560,Kerberos Productions Inc.
"['Action', 'Adventure', 'Indie', 'RPG']",2014-09-24,0.0,2.99,324290,NeocoreGames
"['Indie', 'Strategy']",2014-09-24,0.0,3.99,323570,Kerberos Productions Inc.
"['Simulation', 'Strategy']",2006-04-13,0.0,4.99,323610,Sixteen Tons Entertainment
['Simulation'],2014-09-25,0.0,9.99,302440,Fragment Production Ltd
['Casual'],2014-09-30,0.0,,321020,Oscar L.
"['Adventure', 'Indie']",2014-09-25,0.0,9.99,319930,The Astronauts
"['Adventure', 'Indie']",2014-09-25,0.0,19.99,258520,The Astronauts
"['Action', 'RPG']",1999-07-31,0.0,4.99,320320,Delphine Software
"['Action', 'Adventure', 'Indie']",2014-09-26,0.0,5.99,296630,Demon Wagon Studios
['Simulation'],2012-08-27,0.0,29.99,321290,"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon"
"['Simulation', 'Strategy']",2014-09-26,0.0,79.99,321410,WarfareSims
"['Action', 'RPG', 'Simulation']",2014-09-26,0.0,34.99,236150,Little Green Men Games
"['Action', 'Adventure', 'Indie']",2014-09-26,0.0,14.99,253330,Infinitap Games
"['Action', 'Adventure', 'Indie', 'RPG']",2014-09-29,0.0,9.99,278620,Phigames
"['Action', 'Casual', 'Indie', 'Sports']",2014-09-29,0.0,11.99,263020,Breakfall
"['Action', 'Adventure', 'Indie']",2014-09-29,0.0,9.99,305050,Housemarque
"['Action', 'Indie']",2014-09-29,0.0,4.99,311660,800 North and Digital Ranch
"['Adventure', 'Indie']",2014-09-29,0.0,14.99,316480,Sarepta studio
['RPG'],2014-09-29,0.0,,321630,WaterMelon
"['Action', 'Adventure']",2014-09-30,0.0,,311670,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
,2014-09-24,0.0,2.99,313260,NeocoreGames
['Action'],2014-09-24,0.0,,323130,Valve
"['Action', 'Adventure']",2014-09-24,0.0,,323170,Valve
"['Action', 'Adventure']",2014-09-24,0.0,,323180,Valve
['Action'],2014-09-24,0.0,,323140,Valve
['Action'],2014-09-24,0.0,,323160,Valve
['Free to Play'],2014-09-24,0.0,,323120,Valve
['Action'],2014-09-24,0.0,,323150,Valve
"['RPG', 'Simulation', 'Strategy']",2014-09-25,0.0,3.99,306393,Haemimont Games
"['Action', 'Indie', 'Racing']",1998-12-14,0.0,9.99,282030,Stainless Games Ltd
"['Music', 'Soundtrack']",2013-03-09,0.0,2.99,301950,Turtle Cream &amp; Pokpoong Games
"['Simulation', 'Strategy']",2014-09-19,0.0,9.99,312380,Proxy Studios
"['Action', 'Indie']",2014-09-19,0.0,3.99,299660,"Turtle Cream,PokPoong Games"
"['Action', 'Adventure', 'Indie', 'RPG']",2014-09-19,0.0,,324460,Tasty Stewdios LLC
['Action'],2006-10-05,0.0,3.99,311140,Orion Games
"['Adventure', 'Casual', 'Indie']",2014-09-19,0.0,9.99,321150,SDP Games
"['Indie', 'RPG']",2014-09-19,0.0,4.99,324590,"SmiteWorks USA, LLC"
"['Adventure', 'Casual', 'Indie', 'RPG']",2014-09-19,0.0,5.99,298840,Aldorlea Games
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-09-16,0.0,69.99,316520,"Gravvit Ltd,Forbes  Consult Ltd"
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-09-16,0.0,11.99,313300,"Gravvit Ltd,Forbes  Consult Ltd"
"['Action', 'Indie']",2014-09-16,0.0,8.99,306700,Confused Pelican
['Strategy'],2014-09-16,0.0,59.95,311380,Creative Assembly
"['Indie', 'Simulation', 'Strategy']",2014-09-16,0.0,3.99,320900,SomaSim
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-09-16,0.0,17.99,313310,"Gravvit Ltd,Forbes  Consult Ltd"
"['Racing', 'Sports']",2014-09-16,0.0,12.99,289024,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Racing', 'Sports']",2014-09-16,0.0,29.99,304450,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Casual', 'Simulation']",2014-09-16,0.0,2.99,295001,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-16,0.0,2.99,295000,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-16,0.0,2.99,295004,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-16,0.0,2.99,295003,Ubisoft - San Francisco
"['Design &amp; Illustration', 'Web Publishing']",2014-09-16,0.0,7.99,321170,"Degica,Tyler Warren"
"['Casual', 'Simulation']",2014-09-16,0.0,11.99,295005,Ubisoft - San Francisco
"['Casual', 'Simulation']",2014-09-16,0.0,2.99,295002,Ubisoft - San Francisco
"['Design &amp; Illustration', 'Web Publishing']",2014-09-16,0.0,9.99,321180,"Degica,Michael Galefire"
"['Design &amp; Illustration', 'Web Publishing']",2014-09-16,0.0,19.99,321181,"Degica,Murray Atkinson"
['Casual'],2011-04-05,0.0,4.99,323260,Shaman Games Studio
